data,selic_meta,debt_dbgg,ibc_br,ipca,selic_efetiva,unemployment,usd_brl,selic_next,target,ipca_pct1,ipca_pct3,ibc_br_pct1,ibc_br_pct3,debt_dbgg_pct1,debt_dbgg_pct3,usd_brl_pct1,usd_brl_pct3,unemployment_pct1,unemployment_pct3,ipca_ma3,ipca_std3,ibc_br_ma3,ibc_br_std3,usd_brl_ma3,usd_brl_std3,selic_meta_lag1,selic_meta_lag3,ipca_lag1,ipca_lag3,ibc_br_lag1,ibc_br_lag3,unemployment_lag1,unemployment_lag3,usd_brl_lag1,usd_brl_lag3
2019-07-01,6.4,43.65,100.36029,0.19,0.57,11.9,3.7787130434782608,5.9,0,18.0,-0.6666666666666666,0.05953042541142728,0.02551005080735691,0.0029871323529411242,0.024647887323943518,-0.02060876314741078,-0.029994194692568366,-0.016528925619834656,-0.05555555555555547,0.10999999999999997,0.09165151389911898,97.60898333333334,2.821871135086389,3.8792858470286387,0.11258955887726449,6.4,6.4,0.01,0.57,94.72148,97.86378,12.1,12.6,3.8582263157894734,3.895557142857143
2019-08-01,5.9,44.21,99.65087,0.11,0.5,11.9,4.019381818181818,5.71,0,-0.42105263157894735,-0.15384615384615385,-0.007068732065242278,0.019496511234620373,0.01282932416953031,0.032220406257296386,0.06369067244175408,0.004614849773120211,0.0,-0.040322580645161255,0.10333333333333329,0.09018499505646012,98.24421333333333,3.071328179702353,3.885440392483184,0.12262063144939098,6.4,6.4,0.19,0.13,100.36029,97.74518,11.9,12.4,3.7787130434782608,4.000918181818182
2019-09-01,5.71,44.22,96.89468,-0.04,0.46,11.9,4.1209,5.38,0,-1.3636363636363638,-5.0,-0.027658463995346994,0.022943053676948377,0.00022619316896621555,0.016084558823529216,0.025257163019188678,0.06808146093855516,0.0,-0.016528925619834656,0.08666666666666663,0.11676186592091506,98.96861333333334,1.830769998507135,3.972998287220026,0.1757457033948947,5.9,6.4,0.11,0.01,99.65087,94.72148,11.9,12.1,4.019381818181818,3.8582263157894734
2019-10-01,5.38,44.21,100.32645,0.1,0.48,11.7,4.086386956521739,4.9,0,-3.5,-0.4736842105263158,0.03541752756704497,-0.00033718515560299256,-0.00022614201718673677,0.01282932416953031,-0.008375122783435773,0.08142293672563938,-0.01680672268907568,-0.01680672268907568,0.056666666666666636,0.0838649708360634,98.95733333333332,1.8179675916346234,4.07555625823452,0.051618439815243215,5.71,6.4,-0.04,0.19,96.89468,100.36029,11.9,11.9,4.1209,3.7787130434782608
2019-11-01,4.9,44.69,97.49332,0.51,0.38,11.3,4.154725,4.59,0,4.1,3.6363636363636367,-0.02823911341425911,-0.021651090452095456,0.010857272110382121,0.010857272110382121,0.016723341231597244,0.03367263622628536,-0.03418803418803407,-0.05042016806722682,0.18999999999999997,0.28583211855912966,98.23814999999998,1.8331230536710947,4.120670652173913,0.03416959901621646,5.38,5.9,0.1,0.11,100.32645,99.65087,11.7,11.9,4.086386956521739,4.019381818181818
2019-12-01,4.59,44.98,96.56573,1.15,0.37,11.1,4.10892380952381,4.4,0,1.2549019607843137,-29.749999999999996,-0.009514395447811186,-0.0033949232300471976,0.006489147460281952,0.017186793306196213,-0.011023880154809373,-0.0029062074974375296,-0.017699115044247926,-0.06722689075630262,0.5866666666666666,0.5291817583149795,98.12849999999999,1.9591691999162348,4.116678588681849,0.03482275831195039,4.9,5.71,0.51,-0.04,97.49332,96.89468,11.3,11.9,4.154725,4.1209
2020-01-01,4.4,44.59,94.02742,0.21,0.38,11.3,4.148863636363637,4.19,0,-0.817391304347826,1.0999999999999996,-0.026285826244983546,-0.06278533726649338,-0.00867052023121373,0.0085953404207193,0.009720264646244647,0.015288977893340938,0.018018018018018056,-0.03418803418803407,0.6233333333333332,0.4801388688008224,96.02882333333334,1.7942456016481327,4.137504148629149,0.024924199755506346,4.59,5.38,1.15,0.1,96.56573,100.32645,11.1,11.7,4.10892380952381,4.086386956521739
2020-02-01,4.19,45.02,94.32404,0.25,0.29,11.7,4.340411111111111,3.95,0,0.19047619047619047,-0.5098039215686274,0.0031546117079463976,-0.03250766308912245,0.009643417806683097,0.007384202282390007,0.046168660032258835,0.044692756105665365,0.03539823008849541,0.03539823008849541,0.5366666666666665,0.5315386470740706,94.97239666666667,1.387814537117135,4.1993995189995195,0.12374166345408509,4.4,4.9,0.21,0.51,94.02742,97.49332,11.3,11.3,4.148863636363637,4.154725
2020-03-01,3.95,45.41,95.59293,0.07,0.34,12.4,4.883218181818182,3.65,0,-0.72,-0.9391304347826087,0.013452456022875925,-0.0100739672345459,0.008662816525988326,0.009559804357492263,0.12505890728127755,0.18844213428822543,0.05982905982905984,0.11711711711711725,0.1766666666666666,0.09451631252505417,94.64813,0.8315534475307585,4.457497643097644,0.3809213719219669,4.19,4.59,0.25,1.15,94.32404,96.56573,11.7,11.1,4.340411111111111,4.10892380952381
2020-04-01,3.65,47.24,83.78536,-0.31,0.28,12.7,5.324985,3.01,0,-5.428571428571428,-2.4761904761904763,-0.1235192811853345,-0.10892631106968598,0.0402994935036336,0.05943036555281456,0.09046632809212984,0.28348036154478207,0.024193548387096753,0.12389380530973448,0.0033333333333332624,0.28589042189855507,91.23410999999999,6.481930875896496,4.849538097643098,0.49315027803193856,3.95,4.4,0.07,0.21,95.59293,94.02742,12.4,11.3,4.883218181818182,4.148863636363637
2020-05-01,3.01,49.4,84.48425,-0.38,0.24,13.1,5.64285,2.58,0,0.22580645161290325,-2.52,0.008341433396001463,-0.10431900499596913,0.045723962743437596,0.0972900932918701,0.059693125896129295,0.30007270176660183,0.03149606299212593,0.11965811965811968,-0.20666666666666675,0.24214320831552136,87.95418,6.624574550859873,5.283684393939394,0.38149630384092,3.65,4.19,-0.31,0.25,83.78536,94.32404,12.7,11.7,5.324985,4.340411111111111
2020-06-01,2.58,52.25,89.05347,0.26,0.21,13.6,5.195995238095238,2.15,0,-1.6842105263157894,2.714285714285714,0.05408369015526571,-0.06840945245636876,0.05769230769230771,0.15062761506276168,-0.07918955171673225,0.0640514195006947,0.03816793893129766,0.09677419354838701,-0.1433333333333334,0.35104605585782317,85.77436,2.8612119114284975,5.387943412698412,0.22998394695362573,3.01,3.95,-0.38,0.07,84.48425,95.59293,13.1,12.4,5.64285,4.883218181818182
2020-07-01,2.15,53.62,95.69902,0.36,0.19,14.1,5.279595652173913,1.94,0,0.3846153846153846,-2.161290322580645,0.07462426786962939,0.14219262171816194,0.02622009569377992,0.13505503810330222,0.016089393898159443,-0.008523845198829094,0.03676470588235303,0.11023622047244097,0.07999999999999992,0.4014971979976951,89.74558,5.639328747936257,5.372813630089716,0.23756470300588406,2.58,3.65,0.26,-0.31,89.05347,83.78536,13.6,12.7,5.195995238095238,5.324985
